지점,일시,풍속(m/s),풍향(deg),평균파고(m),파주기(sec),파향(deg)
22104,2018-08-27 1:00,5.9,200,1.1,10.7,69
22104,2018-08-27 2:00,5.9,206,1,10.7,64
22104,2018-08-27 3:00,5.5,199,1,10.7,68
22104,2018-08-27 4:00,4.3,204,1.1,8,215
22104,2018-08-27 5:00,4.4,198,0.9,9.1,68
22104,2018-08-27 6:00,4.5,189,1.1,9.1,72
22104,2018-08-27 7:00,5.8,167,1.1,8,217
22104,2018-08-27 8:00,7.5,179,1,7.1,241
22104,2018-08-27 9:00,8,185,1,7.1,241
22104,2018-08-27 10:00,8.4,201,1.1,10.7,81
22104,2018-08-27 11:00,8.2,199,1.1,10.7,82
22104,2018-08-27 12:00,9.6,201,1.1,10.7,80
22104,2018-08-27 13:00,8.1,206,1.2,10.7,58
22104,2018-08-27 14:00,8.2,209,1,8,194
22104,2018-08-27 15:00,8.7,213,1,7.1,207
22104,2018-08-27 16:00,7.5,225,0.9,9.1,46
22104,2018-08-27 17:00,6.9,221,1,9.1,50
22104,2018-08-27 18:00,6.3,228,1.1,8,194
22104,2018-08-27 19:00,6.6,210,1,7.1,211
22104,2018-08-27 20:00,6.6,221,0.9,9.1,43
22104,2018-08-27 21:00,7,217,0.9,9.1,55
22104,2018-08-27 22:00,7.8,218,0.9,9.1,67
22104,2018-08-27 23:00,6.6,235,0.8,9.1,65
22104,2018-08-28 0:00,6.7,231,0.7,8,161
22104,2018-08-28 1:00,7.6,238,0.8,6.4,217
22104,2018-08-28 2:00,8.8,235,0.7,8,216
22104,2018-08-28 3:00,6.8,243,0.7,8,215
22104,2018-08-28 4:00,6.3,236,0.7,8,21
22104,2018-08-28 5:00,6.3,237,0.7,7.1,200
22104,2018-08-28 6:00,6,239,0.7,8,209
22104,2018-08-28 7:00,5.7,253,0.7,8,176
22104,2018-08-28 8:00,6.6,233,0.8,8,277
22104,2018-08-28 9:00,7,231,0.7,8,36
22104,2018-08-28 10:00,7.2,236,0.9,7.1,226
22104,2018-08-28 11:00,6.7,247,0.8,8,186
22104,2018-08-28 12:00,6.5,230,0.7,7.1,194
22104,2018-08-28 13:00,5.7,241,0.7,9.1,189
22104,2018-08-28 14:00,6.8,234,0.7,9.1,214
22104,2018-08-28 15:00,6.7,222,0.6,8,229
22104,2018-08-28 16:00,5.6,234,0.7,8,122
22104,2018-08-28 17:00,6.3,224,0.6,7.1,222
22104,2018-08-28 18:00,6.1,211,0.6,9.1,228
22104,2018-08-28 19:00,5.3,233,0.6,9.1,216
22104,2018-08-28 20:00,6.1,228,0.6,7.1,169
22104,2018-08-28 21:00,5.5,220,0.6,8,231
22104,2018-08-28 22:00,4.9,225,0.7,8,232
22104,2018-08-28 23:00,3.1,259,0.6,6.4,231
22104,2018-08-29 0:00,4.9,247,0.5,8,228
22104,2018-08-29 1:00,4,249,0.5,9.1,210
22104,2018-08-29 2:00,4.1,232,0.5,8,231
22104,2018-08-29 3:00,4.7,235,0.5,8,224
22104,2018-08-29 4:00,3.2,254,0.5,8,217
22104,2018-08-29 5:00,4.1,242,0.5,8,184
22104,2018-08-29 6:00,3.1,250,0.6,9.1,213
22104,2018-08-29 7:00,3.8,253,0.6,8,223
22104,2018-08-29 8:00,3.3,231,0.5,9.1,226
22104,2018-08-29 9:00,4.3,228,0.5,8,230
22104,2018-08-29 11:00,4.7,231,0.7,7.1,232
22104,2018-08-29 12:00,5.1,222,0.6,8,228
22104,2018-08-29 13:00,5.7,217,0.5,8,212
22104,2018-08-29 14:00,4.9,232,0.5,7.1,223
22104,2018-08-29 15:00,4.5,233,0.5,8,214
22104,2018-08-29 16:00,4.5,232,0.4,8,185
22104,2018-08-29 17:00,4.9,212,0.5,8,207
22104,2018-08-29 18:00,4.2,218,0.5,8,217
22104,2018-08-29 19:00,5.3,211,0.4,8,217
22104,2018-08-29 20:00,6.9,206,0.5,8,224
22104,2018-08-29 21:00,5.5,212,0.5,8,229
22104,2018-08-29 22:00,5.3,215,0.5,7.1,232
22104,2018-08-29 23:00,4.3,220,0.6,8,233
22104,2018-08-30 0:00,5.6,200,0.6,6.4,103
22104,2018-08-30 1:00,11.2,209,0.6,6.4,217
22104,2018-08-30 2:00,8,216,0.7,5.8,219
22104,2018-08-30 3:00,8.6,215,0.7,5.3,200
22104,2018-08-30 4:00,8.4,227,0.7,8,207
22104,2018-08-30 5:00,8.7,220,0.8,5.8,211
22104,2018-08-30 6:00,7.7,236,0.8,5.3,204
22104,2018-08-30 7:00,7.1,229,0.8,5.8,197
22104,2018-08-30 8:00,7.5,228,0.8,5.8,206
22104,2018-08-30 9:00,7,221,0.9,5.3,219
22104,2018-08-30 10:00,7.4,216,0.8,4.6,208
22104,2018-08-30 11:00,9.3,230,0.9,5.8,203
22104,2018-08-30 12:00,9,249,0.8,5.3,203
22104,2018-08-30 13:00,8.7,231,0.8,4.9,200
22104,2018-08-30 14:00,8.3,241,0.8,5.3,196
22104,2018-08-30 15:00,8.4,225,0.7,5.3,201
22104,2018-08-30 16:00,8.9,232,0.7,5.3,184
22104,2018-08-30 17:00,8.4,226,0.6,3.6,216
22104,2018-08-30 18:00,7.4,226,0.6,4.6,211
22104,2018-08-30 19:00,8.2,222,0.6,4,205
22104,2018-08-30 20:00,8.2,222,0.7,3.6,215
22104,2018-08-30 21:00,8.8,246,0.7,4.3,207
22104,2018-08-30 22:00,7.9,223,0.7,4.3,217
22104,2018-08-30 23:00,8.4,225,0.6,4,237
22104,2018-08-31 0:00,8.7,231,0.7,4,245
